,classes,locations
570,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-05-01-02-01-10.wav
571,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-05-01-02-02-10.wav
572,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-05-02-01-01-10.wav
573,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-05-02-01-02-10.wav
574,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-05-02-02-01-10.wav
575,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-05-02-02-02-10.wav
576,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-01-01-01-10.wav
577,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-01-01-02-10.wav
578,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-01-02-01-10.wav
579,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-01-02-02-10.wav
580,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-02-01-01-10.wav
581,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-02-01-02-10.wav
582,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-02-02-01-10.wav
583,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-06-02-02-02-10.wav
584,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-01-01-01-10.wav
585,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-01-01-02-10.wav
586,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-01-02-01-10.wav
587,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-01-02-02-10.wav
588,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-02-01-01-10.wav
589,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-02-01-02-10.wav
590,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-02-02-01-10.wav
591,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-07-02-02-02-10.wav
592,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-01-01-01-10.wav
593,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-01-01-02-10.wav
594,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-01-02-01-10.wav
595,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-01-02-02-10.wav
596,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-02-01-01-10.wav
597,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-02-01-02-10.wav
598,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-02-02-01-10.wav
599,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_10\03-01-08-02-02-02-10.wav
600,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-01-01-01-01-11.wav
601,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-01-01-01-02-11.wav
602,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-01-01-02-01-11.wav
603,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-01-01-02-02-11.wav
604,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-01-01-01-11.wav
605,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-01-01-02-11.wav
606,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-01-02-01-11.wav
607,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-01-02-02-11.wav
608,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-02-01-01-11.wav
609,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-02-01-02-11.wav
610,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-02-02-01-11.wav
611,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-02-02-02-02-11.wav
612,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-01-01-01-11.wav
613,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-01-01-02-11.wav
614,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-01-02-01-11.wav
615,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-01-02-02-11.wav
616,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-02-01-01-11.wav
617,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-02-01-02-11.wav
618,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-02-02-01-11.wav
619,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-03-02-02-02-11.wav
620,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-01-01-01-11.wav
621,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-01-01-02-11.wav
622,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-01-02-01-11.wav
623,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-01-02-02-11.wav
624,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-02-01-01-11.wav
625,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-02-01-02-11.wav
626,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-02-02-01-11.wav
627,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-04-02-02-02-11.wav
628,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-01-01-01-11.wav
629,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-01-01-02-11.wav
630,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-01-02-01-11.wav
631,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-01-02-02-11.wav
632,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-02-01-01-11.wav
633,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-02-01-02-11.wav
634,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-02-02-01-11.wav
635,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-05-02-02-02-11.wav
636,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-01-01-01-11.wav
637,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-01-01-02-11.wav
638,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-01-02-01-11.wav
639,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-01-02-02-11.wav
640,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-02-01-01-11.wav
641,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-02-01-02-11.wav
642,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-02-02-01-11.wav
643,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-06-02-02-02-11.wav
644,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-01-01-01-11.wav
645,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-01-01-02-11.wav
646,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-01-02-01-11.wav
647,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-01-02-02-11.wav
648,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-02-01-01-11.wav
649,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-02-01-02-11.wav
650,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-02-02-01-11.wav
651,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-07-02-02-02-11.wav
652,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-01-01-01-11.wav
653,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-01-01-02-11.wav
654,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-01-02-01-11.wav
655,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-01-02-02-11.wav
656,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-02-01-01-11.wav
657,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-02-01-02-11.wav
658,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-02-02-01-11.wav
659,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_11\03-01-08-02-02-02-11.wav
660,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-01-01-01-01-12.wav
661,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-01-01-01-02-12.wav
662,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-01-01-02-01-12.wav
663,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-01-01-02-02-12.wav
664,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-01-01-01-12.wav
665,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-01-01-02-12.wav
666,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-01-02-01-12.wav
667,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-01-02-02-12.wav
668,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-02-01-01-12.wav
669,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-02-01-02-12.wav
670,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-02-02-01-12.wav
671,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-02-02-02-02-12.wav
672,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-01-01-01-12.wav
673,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-01-01-02-12.wav
674,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-01-02-01-12.wav
675,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-01-02-02-12.wav
676,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-02-01-01-12.wav
677,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-02-01-02-12.wav
678,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-02-02-01-12.wav
679,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-03-02-02-02-12.wav
680,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-01-01-01-12.wav
681,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-01-01-02-12.wav
682,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-01-02-01-12.wav
683,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-01-02-02-12.wav
684,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-02-01-01-12.wav
685,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-02-01-02-12.wav
686,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-02-02-01-12.wav
687,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-04-02-02-02-12.wav
688,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-01-01-01-12.wav
689,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-01-01-02-12.wav
690,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-01-02-01-12.wav
691,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-01-02-02-12.wav
692,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-02-01-01-12.wav
693,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-02-01-02-12.wav
694,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-02-02-01-12.wav
695,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-05-02-02-02-12.wav
696,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-01-01-01-12.wav
697,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-01-01-02-12.wav
698,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-01-02-01-12.wav
699,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-01-02-02-12.wav
700,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-02-01-01-12.wav
701,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-02-01-02-12.wav
702,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-02-02-01-12.wav
703,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-06-02-02-02-12.wav
704,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-01-01-01-12.wav
705,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-01-01-02-12.wav
706,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-01-02-01-12.wav
707,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-01-02-02-12.wav
708,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-02-01-01-12.wav
709,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-02-01-02-12.wav
710,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-02-02-01-12.wav
711,disgust,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-07-02-02-02-12.wav
712,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-01-01-01-12.wav
713,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-01-01-02-12.wav
714,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-01-02-01-12.wav
715,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-01-02-02-12.wav
716,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-02-01-01-12.wav
717,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-02-01-02-12.wav
718,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-02-02-01-12.wav
719,surprise,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_12\03-01-08-02-02-02-12.wav
720,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-01-01-01-01-13.wav
721,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-01-01-01-02-13.wav
722,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-01-01-02-01-13.wav
723,neutral,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-01-01-02-02-13.wav
724,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-01-01-01-13.wav
725,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-01-01-02-13.wav
726,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-01-02-01-13.wav
727,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-01-02-02-13.wav
728,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-02-01-01-13.wav
729,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-02-01-02-13.wav
730,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-02-02-01-13.wav
731,calm,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-02-02-02-02-13.wav
732,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-01-01-01-13.wav
733,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-01-01-02-13.wav
734,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-01-02-01-13.wav
735,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-01-02-02-13.wav
736,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-02-01-01-13.wav
737,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-02-01-02-13.wav
738,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-02-02-01-13.wav
739,happy,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-03-02-02-02-13.wav
740,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-01-01-01-13.wav
741,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-01-01-02-13.wav
742,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-01-02-01-13.wav
743,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-01-02-02-13.wav
744,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-02-01-01-13.wav
745,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-02-01-02-13.wav
746,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-02-02-01-13.wav
747,sad,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-04-02-02-02-13.wav
748,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-01-01-01-13.wav
749,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-01-01-02-13.wav
750,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-01-02-01-13.wav
751,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-01-02-02-13.wav
752,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-02-01-01-13.wav
753,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-02-01-02-13.wav
754,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-02-02-01-13.wav
755,angry,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-05-02-02-02-13.wav
756,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-06-01-01-01-13.wav
757,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-06-01-01-02-13.wav
758,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-06-01-02-01-13.wav
759,fear,C:\Users\ml2ai\Desktop\Manish\Manish code files\Metagogy\vber_reavidas\dataset\Actor_13\03-01-06-01-02-02-13.wav
